net,length_um
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[20\].rf_reg_q\[25\],12.58µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[29\].rf_reg_q\[18\],12.58µm
net777,12.58µm
net787,12.58µm
_02895_,12.56µm
_03031_,12.56µm
_03877_,12.56µm
_05187_,12.56µm
_06404_,12.56µm
net248,12.555µm
_03719_,12.54µm
_05638_,12.54µm
_05735_,12.54µm
_07382_,12.54µm
_08544_,12.54µm
_08561_,12.54µm
_08603_,12.54µm
_08698_,12.54µm
_09229_,12.54µm
_09231_,12.54µm
_09311_,12.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[16\].rf_reg_q\[10\],12.54µm
net2097,12.54µm
net2999,12.54µm
net3282,12.54µm
net3399,12.54µm
_03521_,12.52µm
_05295_,12.52µm
_08044_,12.52µm
_09538_,12.52µm
_09589_,12.52µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[15\].rf_reg_q\[21\],12.52µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[9\],12.52µm
net4049,12.52µm
_02405_,12.51µm
_01168_,12.5µm
_02213_,12.5µm
_02845_,12.5µm
_03503_,12.5µm
_05073_,12.5µm
_05691_,12.5µm
_05786_,12.5µm
_06758_,12.5µm
_07514_,12.5µm
_08486_,12.5µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[1\],12.5µm
net2511,12.5µm
net3002,12.5µm
net3686,12.5µm
net4034,12.5µm
net4365,12.5µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[1\].rf_reg_q\[20\],12.49µm
data_wdata_o[27],12.49µm
_06468_,12.485µm
_05047_,12.48µm
_05330_,12.48µm
_05412_,12.48µm
_05841_,12.48µm
_07198_,12.48µm
net2783,12.48µm
net3179,12.48µm
net4192,12.48µm
_01952_,12.46µm
_02411_,12.46µm
_02772_,12.46µm
_03953_,12.46µm
_04587_,12.46µm
_07402_,12.46µm
_07819_,12.46µm
_08192_,12.46µm
_08572_,12.46µm
u_ibex_top.crash_dump_o\[86\],12.46µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[17\].rf_reg_q\[21\],12.46µm
net2901,12.46µm
_04724_,12.44µm
_05439_,12.44µm
_08832_,12.44µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[28\],12.44µm
u_ibex_top.u_ibex_core.cs_registers_i.mscratch_q\[16\],12.425µm
_01094_,12.42µm
_01373_,12.42µm
_02306_,12.42µm
_04593_,12.42µm
_05522_,12.42µm
_08228_,12.42µm
_08592_,12.42µm
_09481_,12.42µm
_09784_,12.42µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.instr_compressed_i\[7\],12.42µm
net2726,12.42µm
_05192_,12.4µm
_09431_,12.4µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[5\],12.4µm
_02987_,12.39µm
_00748_,12.38µm
_03378_,12.38µm
_08624_,12.38µm
_08734_,12.38µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[10\].rf_reg_q\[17\],12.38µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[27\],12.38µm
net2940,12.38µm
_02735_,12.36µm
_03861_,12.36µm
net3817,12.36µm
net4058,12.36µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[3\],12.345µm
_07944_,12.34µm
_08634_,12.34µm
u_ibex_top.clk,12.34µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[2\].rf_reg_q\[24\],12.34µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[14\],12.34µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[26\],12.34µm
net3473,12.34µm
_02786_,12.32µm
_03422_,12.32µm
_03491_,12.32µm
net2698,12.32µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[24\],12.32µm
net3351,12.32µm
net3857,12.32µm
_00999_,12.3µm
_02488_,12.3µm
_05052_,12.3µm
_05108_,12.3µm
_05122_,12.3µm
_05666_,12.3µm
_05733_,12.3µm
_05850_,12.3µm
_07503_,12.3µm
_07695_,12.3µm
_08493_,12.3µm
_09153_,12.3µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[7\],12.3µm
net3182,12.3µm
net4306,12.3µm
net4327,12.3µm
_03577_,12.28µm
_05410_,12.28µm
_09532_,12.28µm
net4075,12.28µm
_09038_,12.275µm
_08918_,12.27µm
_01955_,12.26µm
_02164_,12.26µm
_02333_,12.26µm
_02776_,12.26µm
_03026_,12.26µm
_07860_,12.26µm
_07879_,12.26µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[28\],12.26µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[4\],12.26µm
net3926,12.26µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[31\],12.25µm
_02005_,12.24µm
_02207_,12.24µm
_03479_,12.24µm
_04750_,12.24µm
_05962_,12.24µm
_08775_,12.24µm
_09453_,12.24µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[15\],12.24µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[0\],12.24µm
net3048,12.24µm
net3732,12.24µm
net4322,12.24µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[3\].rf_reg_q\[8\],12.235µm
_04632_,12.22µm
_08016_,12.22µm
_08327_,12.22µm
_09055_,12.22µm
_02231_,12.2µm
_08038_,12.2µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[30\],12.2µm
net1937,12.2µm
net2746,12.2µm
net3564,12.2µm
net3836,12.2µm
_02350_,12.18µm
_03538_,12.18µm
_04990_,12.18µm
_05681_,12.18µm
_06366_,12.18µm
_07107_,12.18µm
_09818_,12.18µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[1\],12.18µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[12\],12.18µm
net3001,12.18µm
_05552_,12.165µm
_03408_,12.16µm
_05390_,12.16µm
_05722_,12.16µm
_05958_,12.16µm
_08585_,12.16µm
net149,12.16µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.instr_compressed_i\[5\],12.16µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[65\],12.16µm
_08336_,12.15µm
_05976_,12.14µm
_08114_,12.14µm
_08904_,12.14µm
_09664_,12.14µm
net2089,12.13µm
_02179_,12.12µm
_02484_,12.12µm
_03277_,12.12µm
_03462_,12.12µm
_03530_,12.12µm
_05539_,12.12µm
_08705_,12.12µm
_09266_,12.12µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[20\],12.12µm
_08187_,12.11µm
instr_addr_o[20],12.11µm
_00513_,12.1µm
_02112_,12.1µm
_04702_,12.1µm
_07965_,12.1µm
_08448_,12.09µm
data_wdata_o[10],12.09µm
_01099_,12.08µm
_02106_,12.08µm
_03532_,12.08µm
_08617_,12.08µm
_08890_,12.08µm
_08959_,12.08µm
net156,12.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[1\].rf_reg_q\[19\],12.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[15\],12.08µm
_07884_,12.07µm
_07021_,12.06µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[48\],12.06µm
net2801,12.06µm
_07146_,12.055µm
_09382_,12.05µm
_06172_,12.045µm
_02773_,12.04µm
_03262_,12.04µm
_05467_,12.04µm
_06317_,12.04µm
_08305_,12.04µm
net3050,12.04µm
net3664,12.04µm
net3885,12.04µm
net4010,12.04µm
_01275_,12.02µm
_02603_,12.02µm
_03406_,12.02µm
_08361_,12.02µm
_02104_,12µm
_03374_,12µm
_04672_,12µm
_05758_,12µm
_07349_,12µm
_07476_,12µm
_07649_,12µm
_09279_,12µm
net1770,12µm
net3260,12µm
net3360,12µm
net2631,11.99µm
_03482_,11.98µm
_04551_,11.98µm
_05347_,11.98µm
_05438_,11.98µm
_06725_,11.98µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[5\],11.98µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[12\],11.98µm
net2711,11.98µm
net2797,11.98µm
net3061,11.98µm
net3120,11.98µm
net3902,11.98µm
net4253,11.98µm
net3099,11.975µm
_00796_,11.96µm
_03576_,11.96µm
_04626_,11.96µm
_05264_,11.96µm
_06117_,11.96µm
_07883_,11.96µm
_08351_,11.96µm
_08778_,11.96µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[4\],11.96µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[2\].rf_reg_q\[7\],11.96µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[3\].rf_reg_q\[17\],11.96µm
u_ibex_top.u_ibex_core.cs_registers_i.mscratch_q\[27\],11.96µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.instr_compressed_i\[9\],11.96µm
net2910,11.96µm
net3290,11.96µm
instr_rdata_i[12],11.95µm
instr_rdata_i[27],11.95µm
instr_rdata_i[5],11.95µm
instr_rdata_i[9],11.95µm
_05653_,11.94µm
_06032_,11.94µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[20\].rf_reg_q\[18\],11.94µm
net2649,11.94µm
net2830,11.94µm
_08387_,11.93µm
_00001_,11.92µm
_00187_,11.92µm
_00715_,11.92µm
_01001_,11.92µm
_03610_,11.92µm
_03810_,11.92µm
_04675_,11.92µm
_04948_,11.92µm
_05364_,11.92µm
_05755_,11.92µm
_08928_,11.92µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[20\],11.92µm
net287,11.92µm
net3274,11.92µm
net3753,11.92µm
_05933_,11.915µm
_07420_,11.915µm
_08507_,11.91µm
_01069_,11.9µm
_02501_,11.9µm
_05063_,11.9µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[14\],11.9µm
net4129,11.9µm
_07308_,11.885µm
_02025_,11.88µm
_05407_,11.88µm
_05865_,11.88µm
_06077_,11.88µm
_08415_,11.88µm
_08523_,11.88µm
_08791_,11.88µm
_09213_,11.88µm
_09814_,11.88µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[42\],11.88µm
_03822_,11.87µm
_02281_,11.86µm
_02924_,11.86µm
_03883_,11.86µm
_06253_,11.86µm
net3593,11.86µm
_04198_,11.845µm
_02649_,11.84µm
_05107_,11.84µm
_05816_,11.84µm
_07867_,11.84µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[6\],11.84µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[27\],11.84µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[30\].rf_reg_q\[25\],11.84µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[18\],11.84µm
net4355,11.84µm
_00186_,11.82µm
_06036_,11.82µm
_06232_,11.82µm
_07074_,11.82µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[21\].rf_reg_q\[8\],11.82µm
net2572,11.82µm
net2667,11.81µm
_04744_,11.8µm
_04752_,11.8µm
_05400_,11.8µm
_07936_,11.8µm
_08020_,11.8µm
_09578_,11.8µm
_07844_,11.785µm
_00174_,11.78µm
_03021_,11.78µm
_03032_,11.78µm
_04743_,11.78µm
_08393_,11.78µm
_09652_,11.78µm
u_ibex_top.u_ibex_core.cs_registers_i.mie_q\[2\],11.78µm
_04946_,11.775µm
instr_addr_o[27],11.77µm
instr_addr_o[8],11.77µm
_02125_,11.76µm
_03210_,11.76µm
_03621_,11.76µm
_05115_,11.76µm
_06163_,11.76µm
_06484_,11.76µm
_08174_,11.76µm
_08180_,11.76µm
_08674_,11.76µm
_09771_,11.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[10\].rf_reg_q\[15\],11.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[21\].rf_reg_q\[17\],11.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[14\],11.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[2\].rf_reg_q\[10\],11.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[6\],11.76µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[21\],11.76µm
u_ibex_top.u_ibex_core.cs_registers_i.mscratch_q\[9\],11.76µm
net3015,11.76µm
_02227_,11.755µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[1\].rf_reg_q\[17\],11.745µm
_06165_,11.74µm
_08179_,11.74µm
_08489_,11.74µm
_08687_,11.74µm
_09268_,11.74µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[27\],11.74µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.instr_compressed_i\[11\],11.74µm
net2389,11.74µm
_05121_,11.73µm
_03272_,11.72µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[16\],11.72µm
_00852_,11.7µm
_01322_,11.7µm
_04434_,11.7µm
_04682_,11.7µm
_04831_,11.7µm
_05032_,11.7µm
_05777_,11.7µm
_05915_,11.7µm
_07448_,11.7µm
_07684_,11.7µm
_08248_,11.7µm
_08524_,11.7µm
net3337,11.7µm
net3544,11.7µm
net3595,11.7µm
net3780,11.7µm
_04938_,11.68µm
_09381_,11.68µm
_09713_,11.68µm
net3982,11.68µm
_00685_,11.66µm
_02048_,11.66µm
_02348_,11.66µm
_03234_,11.66µm
_04392_,11.66µm
_04788_,11.66µm
_04951_,11.66µm
_05026_,11.66µm
_05268_,11.66µm
_05365_,11.66µm
_05597_,11.66µm
_07388_,11.66µm
_07469_,11.66µm
_08118_,11.66µm
_09048_,11.66µm
_09142_,11.66µm
_09236_,11.66µm
_09486_,11.66µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[80\],11.66µm
net3186,11.66µm
net3193,11.66µm
net3659,11.66µm
_07895_,11.645µm
u_ibex_top.u_ibex_core.ex_block_i.alu_i.g_no_alu_rvb.unused_imd_val_q\[0\],11.645µm
_04295_,11.64µm
_05635_,11.64µm
_07566_,11.64µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[15\].rf_reg_q\[8\],11.64µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[7\],11.64µm
net3004,11.64µm
net3437,11.64µm
_04290_,11.63µm
data_rdata_i[13],11.63µm
data_rdata_i[17],11.63µm
data_rdata_i[1],11.63µm
data_rdata_i[21],11.63µm
data_rdata_i[25],11.63µm
data_rdata_i[29],11.63µm
data_rdata_i[5],11.63µm
data_rdata_i[9],11.63µm
_01120_,11.62µm
_02190_,11.62µm
_02608_,11.62µm
_04765_,11.62µm
_04964_,11.62µm
_05776_,11.62µm
_08010_,11.62µm
_09221_,11.62µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[9\],11.62µm
net307,11.62µm
net3550,11.62µm
_04544_,11.61µm
_00192_,11.6µm
_05971_,11.6µm
_08640_,11.6µm
net4128,11.6µm
_08089_,11.59µm
_03421_,11.58µm
_05288_,11.58µm
_07523_,11.58µm
_08043_,11.58µm
_09660_,11.58µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[10\],11.58µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[17\],11.58µm
net3608,11.58µm
_05099_,11.575µm
_01683_,11.565µm
_08828_,11.56µm
_09249_,11.56µm
net3565,11.56µm
net4194,11.56µm
_00819_,11.545µm
_02400_,11.54µm
_04384_,11.54µm
_05125_,11.54µm
_08012_,11.54µm
_08352_,11.54µm
_08435_,11.54µm
_09436_,11.54µm
_09753_,11.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[8\],11.54µm
net3175,11.54µm
net3594,11.54µm
_02143_,11.52µm
_03609_,11.52µm
_07502_,11.52µm
_08193_,11.52µm
u_ibex_top.crash_dump_o\[30\],11.52µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[22\],11.52µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[29\].rf_reg_q\[19\],11.52µm
net3040,11.52µm
net3094,11.52µm
net3355,11.52µm
net3362,11.52µm
net4268,11.52µm
_04929_,11.5µm
_05974_,11.5µm
_08258_,11.5µm
_08262_,11.5µm
_08431_,11.5µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[18\],11.5µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[94\],11.5µm
net3161,11.5µm
net3225,11.5µm
net3652,11.5µm
_04787_,11.48µm
_05331_,11.48µm
net2854,11.48µm
net3623,11.48µm
_00052_,11.46µm
_02851_,11.46µm
_05297_,11.46µm
_08081_,11.46µm
_08594_,11.46µm
_08797_,11.46µm
u_ibex_top.u_ibex_core.cs_registers_i.mcycle_counter_i.counter\[63\],11.46µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_cause_q\[1\],11.46µm
net4069,11.46µm
net4359,11.46µm
_00643_,11.445µm
_04041_,11.44µm
_08350_,11.44µm
_09595_,11.44µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[18\],11.44µm
net3354,11.44µm
net3540,11.44µm
net3585,11.44µm
net3737,11.44µm
instr_addr_o[10],11.43µm
instr_addr_o[11],11.43µm
instr_addr_o[12],11.43µm
instr_addr_o[14],11.43µm
instr_addr_o[15],11.43µm
instr_addr_o[16],11.43µm
instr_addr_o[17],11.43µm
instr_addr_o[18],11.43µm
instr_addr_o[21],11.43µm
instr_addr_o[23],11.43µm
instr_addr_o[24],11.43µm
instr_addr_o[25],11.43µm
instr_addr_o[28],11.43µm
instr_addr_o[2],11.43µm
instr_addr_o[31],11.43µm
instr_addr_o[3],11.43µm
instr_addr_o[4],11.43µm
instr_addr_o[5],11.43µm
instr_addr_o[6],11.43µm
instr_addr_o[7],11.43µm
instr_addr_o[9],11.43µm
instr_req_o,11.43µm
_05901_,11.42µm
_07147_,11.42µm
_08424_,11.42µm
_09341_,11.42µm
_09804_,11.42µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[4\],11.42µm
net2794,11.42µm
net4110,11.42µm
net4317,11.42µm
net4321,11.42µm
data_wdata_o[29],11.41µm
_01135_,11.4µm
_04573_,11.4µm
_09748_,11.4µm
_09749_,11.4µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[19\],11.4µm
_00446_,11.38µm
_03857_,11.38µm
_05588_,11.38µm
_06083_,11.38µm
_06471_,11.38µm
_07838_,11.38µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[28\],11.38µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[7\],11.38µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[8\],11.38µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[23\],11.365µm
_01550_,11.36µm
_01572_,11.36µm
_02392_,11.36µm
_02610_,11.36µm
_05272_,11.36µm
_05383_,11.36µm
_06154_,11.36µm
_06176_,11.36µm
_07081_,11.36µm
_08317_,11.36µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[13\],11.36µm
net3391,11.36µm
net3506,11.36µm
net3807,11.36µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.stored_addr_q\[14\],11.35µm
_06059_,11.34µm
_08676_,11.34µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[24\],11.34µm
net3304,11.34µm
net3928,11.34µm
_00245_,11.32µm
_01425_,11.32µm
_03416_,11.32µm
_04727_,11.32µm
_05930_,11.32µm
_08046_,11.32µm
_08143_,11.32µm
_09028_,11.32µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[16\].rf_reg_q\[2\],11.32µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[6\].rf_reg_q\[13\],11.32µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[6\].rf_reg_q\[30\],11.32µm
net3093,11.32µm
net4124,11.32µm
net4346,11.32µm
u_ibex_top.u_ibex_core.load_store_unit_i.rdata_q\[18\],11.305µm
_02136_,11.3µm
_03687_,11.3µm
_07199_,11.3µm
_08390_,11.3µm
net4171,11.3µm
_07376_,11.29µm
data_rdata_i[15],11.29µm
data_rdata_i[19],11.29µm
data_rdata_i[23],11.29µm
data_rdata_i[27],11.29µm
data_rdata_i[31],11.29µm
data_rdata_i[3],11.29µm
data_rdata_i[7],11.29µm
_04019_,11.28µm
_04242_,11.28µm
_04660_,11.28µm
_05204_,11.28µm
_08522_,11.28µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[13\],11.28µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[16\],11.28µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[41\],11.28µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[77\],11.28µm
net3286,11.28µm
_00462_,11.26µm
_02689_,11.26µm
_05910_,11.26µm
_06820_,11.26µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[28\],11.26µm
_00595_,11.24µm
_02140_,11.24µm
_02803_,11.24µm
_03183_,11.24µm
_04789_,11.24µm
_04843_,11.24µm
_04858_,11.24µm
_04921_,11.24µm
_05195_,11.24µm
_05282_,11.24µm
_05661_,11.24µm
_08613_,11.24µm
_08731_,11.24µm
_09627_,11.24µm
net2841,11.24µm
net2918,11.24µm
net3402,11.24µm
net3604,11.24µm
net4366,11.24µm
_02322_,11.22µm
_03842_,11.22µm
_08103_,11.22µm
_08785_,11.22µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[7\].rf_reg_q\[11\],11.22µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[22\],11.22µm
_00971_,11.205µm
_00765_,11.2µm
_01971_,11.2µm
_02175_,11.2µm
_02223_,11.2µm
_03458_,11.2µm
_03623_,11.2µm
_04482_,11.2µm
_05001_,11.2µm
_05575_,11.2µm
_05757_,11.2µm
_05806_,11.2µm
_06028_,11.2µm
_06310_,11.2µm
_06311_,11.2µm
_06850_,11.2µm
_09318_,11.2µm
_09424_,11.2µm
u_ibex_top.crash_dump_o\[14\],11.2µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[20\].rf_reg_q\[0\],11.2µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[12\],11.2µm
net2743,11.2µm
net2924,11.2µm
net3327,11.2µm
net3443,11.2µm
net3536,11.2µm
_03909_,11.18µm
_06503_,11.18µm
_06847_,11.18µm
_08145_,11.18µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[27\],11.18µm
_01944_,11.175µm
_09367_,11.165µm
_02041_,11.16µm
_02736_,11.16µm
_03520_,11.16µm
_03566_,11.16µm
_05319_,11.16µm
_05687_,11.16µm
_05688_,11.16µm
_06186_,11.16µm
_07153_,11.16µm
_09724_,11.16µm
_00296_,11.14µm
_01453_,11.14µm
_05784_,11.14µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[17\],11.14µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[26\],11.14µm
net3735,11.14µm
net3901,11.14µm
net4033,11.14µm
net4108,11.14µm
net4410,11.14µm
data_wdata_o[28],11.13µm
_00463_,11.12µm
_02191_,11.12µm
_03420_,11.12µm
_03870_,11.12µm
_03871_,11.12µm
_04556_,11.12µm
_04570_,11.12µm
_04677_,11.12µm
_04919_,11.12µm
_04952_,11.12µm
_05641_,11.12µm
_06057_,11.12µm
_06137_,11.12µm
_06268_,11.12µm
_07182_,11.12µm
_08348_,11.12µm
_09813_,11.12µm
net2421,11.12µm
net2768,11.12µm
net2887,11.12µm
net3422,11.12µm
_04857_,11.115µm
_04985_,11.1µm
_08267_,11.1µm
net2131,11.1µm
net2778,11.1µm
net3553,11.1µm
net3858,11.1µm
net4099,11.1µm
net4146,11.1µm
_09414_,11.09µm
net2474,11.09µm
_01113_,11.08µm
_02082_,11.08µm
_03326_,11.08µm
_04187_,11.08µm
_06073_,11.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[19\].rf_reg_q\[4\],11.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[12\],11.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[10\],11.08µm
net2885,11.08µm
net2895,11.08µm
net3191,11.08µm
net3372,11.08µm
net3844,11.08µm
net4023,11.08µm
net4220,11.08µm
net4239,11.08µm
net4333,11.08µm
net2100,11.06µm
_05643_,11.05µm
_00333_,11.04µm
_02237_,11.04µm
_02930_,11.04µm
_03781_,11.04µm
_08699_,11.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[9\],11.04µm
net1059,11.04µm
net3149,11.04µm
net3178,11.04µm
_04497_,11.02µm
_04840_,11.02µm
_05363_,11.02µm
